Timpul mediu de interogare
 ,norma,1,2,inf,cos
k
20, ,0.0032228291034698485,0.02002706527709961,0.03599328696727753,0.0544652670621872
40, ,0.007108581066131592,0.02352500259876251,0.039914995431900024,0.05969820618629455
60, ,0.011791479587554932,0.02771342694759369,0.04456305503845215,0.06549018919467926
80, ,0.017142751812934877,0.032612869143486024,0.04998556673526764,0.07204552888870239
