Timpul mediu de interogare
 ,norma,1,2,inf,cos
k
20, ,0.0004048347473144531,0.0022698193788528442,0.004062485694885254,0.006307291984558106
40, ,0.0009386837482452393,0.00273650586605072,0.004563337564468384,0.007058173418045044
60, ,0.0014646679162979126,0.0031559228897094726,0.0051281720399856566,0.007718110084533691
80, ,0.0019047588109970092,0.0035939425230026244,0.005703139305114746,0.008352407813072204
