Timpul mediu de interogare
 ,norma,1,2,inf,cos
k
1, ,0.007895788550376892,0.007376155257225037,0.007425937056541443,0.014867156744003296
3, ,0.008546796441078187,0.008518466353416443,0.007481318712234497,0.015573763847351074
5, ,0.008126291632652282,0.008951345086097717,0.007449722290039063,0.014958256483078003
7, ,0.007816696166992187,0.008239343762397766,0.007537141442298889,0.01467088758945465
9, ,0.007677298784255981,0.008344170451164246,0.007471540570259094,0.015183424949645996
